id,price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE,norm_cpu
146,620000.0,2025 08 04T10:00:53.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 30-CORE GPU,APPLE M3 MAX,36GB,1TB,,14.0,,4K,,apple m3 max
147,620000.0,2025 08 09T18:37:18.000Z,BOUMERDES,,THINKPAD,,13TH GEN INTEL CORE I9 13900H,32GB,2TB,,16.0,,,,13th gen i9 13900h
148,620000.0,2024 09 05T05:24:46.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,NVIDIA RTX A4500,12TH GEN INTEL CORE I9 12950HX,32GB,1TB,,16.0,,,DDR5,12th gen i9 12950hx
149,618000.0,2025 02 14T18:39:22.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,,APPLE M2 MAX,64GB,8TB,,14.0,,,,apple m2 max
150,615000.0,2025 03 22T11:59:30.000Z,MOHAMMADIA,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 13900HX,32GB,1TB,,16.0,,,,i9 13900hx
151,615000.0,2025 07 27T20:36:39.000Z,KOUBA,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4090,13TH GEN INTEL CORE I9 13950HX,64GB,2TB,,17.0,240Hz,2560x1440,,13th gen i9 13950hx
152,600000.0,2024 09 05T05:24:44.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE I7 1185G7,16GB,1TB,,14.0,,1920x1080,DDR4X,i7 1185g7
153,600000.0,2025 06 30T10:20:18.000Z,ANNABA,JAMAIS UTILIS,MACBOOK,,APPLE M4,16GB,512GB,,14.0,,,,apple m4
154,600000.0,2024 11 17T11:42:56.000Z,EL HARRACH,,MACBOOK,,APPLE M2 MAX,64GB,4TB,,16.0,,,,apple m2 max
155,600000.0,2024 09 29T12:25:02.000Z,OUM EL BOUAGHI,,,,AMD RYZEN 5 3400G,16GB,,,,,,,amd ryzen 5 3400g
156,600000.0,2022 12 04T22:44:22.000Z,EZZOUAR,,PRECISION,NVIDIA RTX A4000,11TH GEN INTEL CORE I9 11950H,64GB,1TB,,17.0,,,DDR4,11th gen i9 11950h
157,595000.0,2025 07 25T11:06:59.000Z,KOUBA,,ROG,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13980HX,64GB,2TB,,18.0,240Hz,QHD+,DDR5,i9 13980hx
158,594000.0,2025 03 08T11:23:50.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,32GB,512GB,,16.0,,,,apple m4 pro
159,590000.0,2025 08 11T11:31:27.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,32GB,1TB,,14.0,,,,apple m4 pro
160,590000.0,2025 03 30T08:45:41.000Z,EL BIAR,,MACBOOK,APPLE 30-CORE GPU,APPLE M2 MAX,64GB,1TB,,16.0,,,,apple m2 max
161,590000.0,2024 12 01T19:59:16.000Z,EL BIAR,,MACBOOK,,APPLE M2 MAX,64GB,1TB,,16.0,,,,apple m2 max
162,585000.0,2024 11 23T12:10:31.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,36GB,1TB,,14.0,,,,apple m3 max
163,585000.0,2025 08 10T17:46:34.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M1 MAX,64GB,8TB,,16.0,,,,apple m1 max
164,585000.0,2025 08 02T18:16:41.000Z,KOUBA,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4080,14TH GEN INTEL CORE I9 14900HX,32GB,1TB,,18.0,240Hz,WQXGA,,14th gen i9 14900hx
165,580000.0,2025 02 23T19:00:12.000Z,EZZOUAR,BON TAT,MACBOOK,APPLE 24-CORE GPU,APPLE M1 MAX,64GB,4TB,,16.0,,,,apple m1 max
166,580000.0,2025 07 14T13:12:37.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4080,14TH GEN INTEL CORE I9 14900HX,32GB,2TB,,16.0,,,DDR5,14th gen i9 14900hx
167,570000.0,2022 11 14T13:36:54.000Z,EZZOUAR,JAMAIS UTILIS,XPS,NVIDIA GEFORCE RTX 3050 TI,12TH GEN INTEL CORE I9 12900HK,32GB,1TB,,15.6,,3840x2160,,12th gen i9 12900hk
168,560000.0,2025 03 23T16:54:27.000Z,AIN BENIAN,,,NVIDIA GEFORCE RTX 4080,INTEL CORE I9 14900HX,32GB,1TB,,16.0,,,DDR5,i9 14900hx
169,560000.0,2025 08 04T10:00:52.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,24GB,512GB,,16.0,,3456x2234,,apple m4 pro
170,558000.0,2024 12 02T19:21:39.000Z,ALGER CENTRE,JAMAIS UTILIS,XPS,NVIDIA GEFORCE RTX 4070,INTEL CORE ULTRA 9 185H,,,,,,,,ultra 9 185h
171,558000.0,2024 09 21T19:52:07.000Z,ALGER CENTRE,JAMAIS UTILIS,VECTOR,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13950HX,32GB,2TB,,16.0,,1920x1080,DDR5,i9 13950hx
172,550000.0,2025 07 25T09:28:33.000Z,EL EULMA,BON TAT,THINKPAD,,INTEL CORE I7 7500U,24GB,256GB,,14.0,,,DDR4,i7 7500u
173,550000.0,2021 02 26T11:28:06.000Z,SIDI BEL ABBES,MOYEN,LATITUDE,,INTEL CORE I5 4310U,6GB,,14GB,15.0,,,,i5 4310u
174,550000.0,2024 10 23T21:44:30.000Z,FOUGHALA,JAMAIS UTILIS,MACBOOK,APPLE 16-CORE GPU,APPLE M4 PRO,32GB,512GB,,14.0,,,,apple m4 pro
175,550000.0,2025 04 30T20:58:52.000Z,SETIF,,ZENBOOK,NVIDIA GEFORCE RTX 3060,12TH GEN INTEL CORE I9 12900H,32GB,1TB,,15.0,,,DDR5,12th gen i9 12900h
176,549900.0,2025 08 11T11:35:01.000Z,JIJEL,JAMAIS UTILIS,MACBOOK,,APPLE M3 PRO,18GB,512GB,,16.0,,,,apple m3 pro
177,549000.0,2025 07 25T11:07:39.000Z,KOUBA,,STEALTH,NVIDIA GEFORCE RTX 4070,INTEL CORE ULTRA 9 185H,32GB,1TB,,16.0,240Hz,2560x1440,DDR5,ultra 9 185h
178,549000.0,2025 07 25T10:16:46.000Z,EZZOUAR,JAMAIS UTILIS,PRECISION,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13950HX,64GB,1TB,,16.0,,3840x2160,DDR5,i9 13950hx
179,549000.0,2025 07 30T18:33:56.000Z,DELY BRAHIM,,MACBOOK,,APPLE M2 MAX,32GB,2TB,,16.0,,,,apple m2 max
180,548000.0,2024 09 09T15:33:24.000Z,ALGER CENTRE,JAMAIS UTILIS,PRECISION,NVIDIA RTX 4000 ADA,INTEL CORE I9 13950HX,128GB,2TB,,17.3,,,,i9 13950hx
181,548000.0,2024 10 31T18:46:56.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,APPLE 38-CORE GPU,APPLE M2 MAX,32GB,2TB,,16.0,,3K,DDR5,apple m2 max
182,545000.0,2025 08 11T10:38:09.000Z,DELY BRAHIM,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,24GB,512GB,,16.0,,,,apple m4 pro
183,545000.0,2025 07 22T09:50:27.000Z,MOHAMMADIA,JAMAIS UTILIS,MACBOOK,,APPLE M4,24GB,512GB,,16.0,,,,apple m4
184,540000.0,2025 04 29T08:00:21.000Z,EZZOUAR,BON TAT,OMEN,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13900HX,32GB,5TB,,17.3,240Hz,,,i9 13900hx
185,540000.0,2025 08 11T14:06:50.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,32GB,512GB,,,,,,apple m4 pro
186,539000.0,2025 02 12T08:15:30.000Z,EZZOUAR,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4080,INTEL ULTRA 9 185H,32GB,1TB,,16.0,240Hz,2.5K,DDR5,ultra 9 185h
187,535000.0,2025 02 05T08:09:47.000Z,EZZOUAR,,STEALTH,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 185H,32GB,,,,,,,i9 185h
188,535000.0,2025 07 23T12:37:04.000Z,BLIDA,,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,24GB,512GB,,,,,,apple m4 pro
189,530000.0,2025 08 11T11:31:27.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,256GB,512GB,,14.0,,,,apple m4 pro
190,529999.0,2022 11 26T15:49:22.000Z,HUSSEIN DEY,JAMAIS UTILIS,MACBOOK,APPLE 10-CORE GPU,APPLE M1 PRO,,,,,,,,apple m1 pro
191,529000.0,2025 07 25T14:00:10.000Z,KOUBA,,MACBOOK,,APPLE M1 MAX,64GB,8TB,,14.0,120Hz,,,apple m1 max
192,528000.0,2025 08 03T12:40:05.000Z,KOUBA,,MAC,,APPLE M3 MAX,36GB,1TB,,14.2,,3024x1964,LPDDR5X,apple m3 max
193,525000.0,2025 07 16T11:14:51.000Z,EL HARRACH,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,32GB,512GB,,16.0,,,,apple m4 pro
194,525000.0,2025 04 20T08:30:07.000Z,EL HARRACH,,MACBOOK,,APPLE M3 PRO,18GB,512GB,,16.0,,,,apple m3 pro
195,525000.0,2024 09 29T12:00:56.000Z,EZZOUAR,,MACBOOK,,APPLE M1 MAX,64GB,2TB,,16.0,,,,apple m1 max
196,520000.0,2025 07 25T14:30:27.000Z,KOUBA,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 4070,INTEL CORE ULTRA 9 185H,32GB,1TB,,16.0,,,DDR5,ultra 9 185h
197,520000.0,2025 08 10T11:01:46.000Z,EZZOUAR,,MACBOOK,APPLE 30-CORE GPU,APPLE M2 MAX,32GB,1TB,,16.0,,3456x2234,DDR5,apple m2 max
198,520000.0,2025 07 16T06:48:59.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4080,14TH GEN INTEL CORE I9 14900HX,32GB,2TB,,16.0,,,,14th gen i9 14900hx
199,520000.0,2024 12 01T17:15:11.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,NVIDIA RTX 3500 ADA,13TH GEN INTEL CORE I9 13980HX,64GB,1TB,,16.0,,,DDR5,13th gen i9 13980hx
200,520000.0,2025 06 24T11:37:01.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,NVIDIA RTX A4000,13TH GEN INTEL CORE I9 13950HX,32GB,1TB,,16.0,,,DDR5,13th gen i9 13950hx
201,518500.0,2025 07 12T15:34:10.000Z,ALGER CENTRE,JAMAIS UTILIS,VECTOR,NVIDIA GEFORCE RTX 5070 TI,INTEL CORE ULTRA 7 255HX,32GB,1TB,,16.0,240Hz,2560x1600,DDR5,ultra 7 255hx
202,518000.0,2024 09 19T12:57:54.000Z,ALGER CENTRE,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 4080,INTEL CORE I9 13900HK,32GB,1TB,,16.0,240Hz,3K QHD+,DDR5,i9 13900hk
203,515000.0,2025 04 06T10:50:00.000Z,EZZOUAR,,LEGION,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13900HX,32GB,2TB,,16.1,240Hz,2560x1600,DDR5,i9 13900hx
204,515000.0,2025 03 01T12:02:28.000Z,EZZOUAR,,LEGION,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13900HX,,,,,,,,i9 13900hx
205,510000.0,2025 04 26T12:33:30.000Z,TADJENANET,,BLADE,NVIDIA GEFORCE RTX 4070,INTEL CORE I9 14900HX,16GB,1TB,,16.0,240Hz,2560x1440,DDR5,i9 14900hx
206,510000.0,2025 07 07T20:47:53.000Z,EL HARRACH,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,24GB,512GB,,16.0,,,,apple m4 pro
207,508000.0,2025 07 14T11:10:45.000Z,EZZOUAR,,VECTOR,NVIDIA GEFORCE RTX 5070 TI,INTEL CORE I7 12700HX,32GB,1TB,,16.0,240Hz,QHD+4K,DDR5,i7 12700hx
208,500000.0,2024 09 05T05:24:55.000Z,EZZOUAR,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4070,INTEL CORE I9 14900HX,32GB,2TB,,16.0,240Hz,2560x1600,DDR5,i9 14900hx
209,500000.0,2025 06 28T08:01:32.000Z,CHELGHOUM LAID,,MACBOOK,,APPLE M4 MAX,36GB,1TB,,14.0,,,,apple m4 max
210,500000.0,2024 11 10T08:37:32.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 19-CORE GPU,APPLE M2,16GB,1TB,,16.0,,,,apple m2
211,500000.0,2025 03 07T10:20:54.000Z,EL KOUIF,,LATITUDE,,AMD RYZEN 5 PRO 2500U,8GB,256GB,,14.0,,,DDR4,amd ryzen 5 pro 2500u
212,500000.0,2025 02 23T16:38:18.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,NVIDIA RTX A5500,12TH GEN INTEL CORE I9 12900H,32GB,1TB,,15.6,,,DDR5,12th gen i9 12900h
213,500000.0,2022 12 04T22:44:22.000Z,EZZOUAR,JAMAIS UTILIS,INSPIRON,NVIDIA RTX A4000,11TH GEN INTEL CORE I7 11800H,32GB,1TB,,17.0,,,,11th gen i7 11800h
214,499000.0,2025 05 08T08:12:56.000Z,EZZOUAR,BON TAT,ALIENWARE,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13900HX,32GB,1TB,,16.0,240Hz,,,i9 13900hx
215,499000.0,2025 08 10T10:47:26.000Z,EL MOURADIA,JAMAIS UTILIS,MACBOOK,,APPLE M2 PRO,16GB,1TB,,14.0,,,,apple m2 pro
216,499000.0,2025 08 11T01:45:36.000Z,EZZOUAR,,MACBOOK,,APPLE M1 MAX,64GB,2TB,,14.0,,3024x1964,,apple m1 max
217,499000.0,2024 09 11T19:22:03.000Z,EZZOUAR,,MACBOOK,,APPLE M1 MAX,64GB,1TB,,16.0,,,,apple m1 max
218,498000.0,2024 09 11T19:29:29.000Z,ALGER CENTRE,JAMAIS UTILIS,YOGA,,INTEL CORE ULTRA 7 155U,16GB,1TB,,13.3,,2.8K,DDR5X,ultra 7 155u
219,498000.0,2024 10 14T17:39:25.000Z,ALGER CENTRE,JAMAIS UTILIS,OMEN,NVIDIA GEFORCE RTX 4090,INTEL CORE I7 13700HX,,,,,,,,i7 13700hx
220,498000.0,2025 08 11T01:45:36.000Z,EZZOUAR,,MACBOOK,,APPLE M1 MAX,64GB,2TB,,16.0,,3024x1964,,apple m1 max
221,495000.0,2025 07 08T10:44:02.000Z,EZZOUAR,JAMAIS UTILIS,VECTOR,NVIDIA GEFORCE RTX 5070 TI,INTEL CORE ULTRA 7,32GB,1TB,,16.0,,,,ultra 7
222,495000.0,2025 02 13T10:16:17.000Z,EZZOUAR,,ALIENWARE,NVIDIA GEFORCE RTX 4090,13TH GEN INTEL CORE I9 13900HX,32GB,4TB,,16.0,,,DDR5,13th gen i9 13900hx
223,490000.0,2025 08 11T08:16:11.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE I7 1260U,16GB,512GB,,13.0,,,,i7 1260u
224,490000.0,2025 06 18T16:19:26.000Z,SOUIDANIA,,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,24GB,1TB,,14.0,,,,apple m4 pro
225,490000.0,2025 08 09T12:31:25.000Z,HUSSEIN DEY,,MACBOOK,,APPLE M4 PRO,48GB,512GB,,16.0,,,,apple m4 pro
226,490000.0,2025 07 05T09:46:35.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,24GB,512GB,,14.0,,3K,DDR5,apple m4 pro
227,490000.0,2025 08 09T12:31:22.000Z,HUSSEIN DEY,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,24GB,1TB,,14.0,,,,apple m4 pro
228,490000.0,2024 10 31T03:59:37.000Z,BLIDA,JAMAIS UTILIS,MACBOOK,,APPLE M3,16GB,512GB,,14.0,,,,apple m3
229,490000.0,2025 06 30T09:44:27.000Z,BLIDA,JAMAIS UTILIS,MACBOOK,,APPLE M2 PRO,16GB,1TB,,16.0,,,,apple m2 pro
230,490000.0,2024 10 18T13:12:59.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,APPLE 38-CORE GPU,APPLE M2 MAX,64GB,2TB,,14.0,,3K,DDR5,apple m2 max
231,490000.0,2025 08 09T21:59:24.000Z,ALGER CENTRE,BON TAT,MACBOOK,APPLE 38-CORE GPU,APPLE M2 MAX,32GB,1TB,,,,,,apple m2 max
232,490000.0,2024 07 14T15:39:41.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,,APPLE M1 PRO,16GB,1TB,,16.0,,,,apple m1 pro
233,490000.0,2024 11 10T08:37:31.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,,APPLE M1 PRO,16GB,1TB,,16.0,,,,apple m1 pro
234,490000.0,2024 03 03T11:42:03.000Z,EZZOUAR,BON TAT,MACBOOK,APPLE 24-CORE GPU,APPLE M1 MAX,64GB,4TB,,16.0,,3456x2234,,apple m1 max
235,490000.0,2022 12 03T08:57:05.000Z,EZZOUAR,BON TAT,MACBOOK,APPLE 32-CORE GPU,APPLE M1 MAX,64GB,,,,,,,apple m1 max
236,490000.0,2025 07 17T10:51:15.000Z,EZZOUAR,BON TAT,ZENBOOK,,6TH GEN INTEL CORE I7 6500U,16GB,256GB,,,,,,6th gen i7 6500u
237,490000.0,2025 07 26T08:15:33.000Z,EZZOUAR,JAMAIS UTILIS,BLADE,NVIDIA GEFORCE RTX 4070,14TH GEN INTEL CORE I9 14900HX,16GB,,,,,,,14th gen i9 14900hx
238,489000.0,2025 07 09T09:46:24.000Z,EZZOUAR,,ROG,NVIDIA GEFORCE RTX 4080,INTEL ULTRA 9 185H,32GB,1TB,,16.0,,,,ultra 9 185h
239,489000.0,2025 03 22T09:43:10.000Z,HUSSEIN DEY,JAMAIS UTILIS,MACBOOK,APPLE 18-CORE GPU,APPLE M3 PRO,18GB,512GB,,16.0,,,,apple m3 pro
240,485000.0,2025 08 10T12:30:46.000Z,ORAN,JAMAIS UTILIS,,,INTEL XEON SILVER 4208,32GB,1TB,,,,,,xeon silver 4208
241,485000.0,2025 04 21T08:26:02.000Z,EZZOUAR,JAMAIS UTILIS,SURFACE,NVIDIA GEFORCE RTX 4080,INTEL CORE I9 14900HX,64GB,2050GB,,17.0,240Hz,3K,DDR5,i9 14900hx
242,485000.0,2024 11 09T21:15:20.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,APPLE 18-CORE GPU,APPLE M3 PRO,36GB,512GB,,16.0,,3K,DDR5X,apple m3 pro
243,480000.0,2025 04 06T10:20:02.000Z,EZZOUAR,JAMAIS UTILIS,XPS,NVIDIA GEFORCE RTX 4070,INTEL CORE ULTRA 9 185H,32GB,1TB,,16.3,,3840x2400,LPDDR5,ultra 9 185h
244,480000.0,2025 05 28T09:01:27.000Z,EZZOUAR,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 4070,INTEL CORE ULTRA 9,32GB,1TB,,,,,,ultra 9
245,480000.0,2025 08 07T17:35:05.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M4,32GB,1TB,,15.0,,,,apple m4
246,480000.0,2023 01 15T09:58:37.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 3080,AMD RYZEN 9 5900HX,32GB,2TB,,,,,,amd ryzen 9 5900hx
247,479000.0,2025 08 10T13:30:05.000Z,ALGER CENTRE,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 5060,INTEL CORE ULTRA 9 275HX,64GB,2TB,,,,,,ultra 9 275hx
248,479000.0,2025 07 29T09:13:16.000Z,EZZOUAR,JAMAIS UTILIS,ZENBOOK,,INTEL CORE ULTRA 9 184H,32GB,1TB,,14.0,,,,ultra 9 184h
249,479000.0,2025 08 11T09:24:36.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 5070,INTEL CORE I9 14900HX,32GB,1TB,,16.0,,,DDR5,i9 14900hx
250,478000.0,2024 12 06T17:17:05.000Z,ALGER CENTRE,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 4070,INTEL CORE I9 14900HX,32GB,1TB,,18.0,,,,i9 14900hx
251,475000.0,2025 08 08T11:16:33.000Z,DELY BRAHIM,JAMAIS UTILIS,ZENBOOK,,INTEL CORE ULTRA 9 185H,32GB,1TB,,,,,,ultra 9 185h
252,475000.0,2025 06 17T14:04:57.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,,APPLE M2 MAX,16GB,1TB,,16.0,,,DDR5,apple m2 max
253,470000.0,2025 05 25T17:14:42.000Z,BARAKI,JAMAIS UTILIS,XPS,NVIDIA GEFORCE RTX 4070,INTEL ULTRA 9 185H,32GB,1TB,,16.3,,3840x2400,DDR5,ultra 9 185h
254,470000.0,2025 04 03T10:12:49.000Z,EZZOUAR,,ZENBOOK,,INTEL ULTRA 9 185H,32GB,1000GB,,14.0,,2K8,DDR5,ultra 9 185h
255,470000.0,2021 09 05T15:00:20.000Z,AIN NAADJA,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 2070,INTEL CORE I7 10875H,,,,,,,,i7 10875h
256,470000.0,2025 08 04T10:00:52.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 18-CORE GPU,APPLE M3 PRO,18GB,512GB,,16.2,,3456x2234,,apple m3 pro
257,470000.0,2025 07 30T09:25:47.000Z,MOHAMMADIA,JAMAIS UTILIS,PAVILION,NVIDIA GEFORCE RTX 5070,14TH GEN INTEL CORE I9 14900HX,32GB,1TB,,16.1,,1920x1080 FHD,,14th gen i9 14900hx
258,468000.0,2025 08 06T13:29:13.000Z,ALGER CENTRE,JAMAIS UTILIS,ZENBOOK,,INTEL CORE ULTRA 9 285H,16GB,,,,,,,ultra 9 285h
259,465000.0,2024 12 12T10:22:27.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M3 PRO,18GB,512GB,,16.0,,,,apple m3 pro
260,465000.0,2025 05 03T10:35:01.000Z,DELY BRAHIM,JAMAIS UTILIS,MACBOOK,,APPLE M3 PRO,18GB,512GB,,16.0,,,,apple m3 pro
261,465000.0,2025 08 02T10:56:21.000Z,DELY BRAHIM,,MACBOOK,,APPLE M2 MAX,32GB,1TB,,16.0,,,,apple m2 max
262,464900.0,2025 04 24T09:20:49.000Z,HUSSEIN DEY,JAMAIS UTILIS,MACBOOK,APPLE 16-CORE GPU,APPLE M4 PRO,24GB,512GB,,14.0,,,,apple m4 pro
263,460000.0,2025 08 07T10:09:46.000Z,EZZOUAR,JAMAIS UTILIS,XPS,NVIDIA GEFORCE RTX 4070,INTEL ULTRA 9 185H,32GB,1TB,,16.0,,3840x2400,DDR5,ultra 9 185h
264,460000.0,2025 08 02T09:26:59.000Z,EZZOUAR,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4080,INTEL CORE ULTRA 9 185H,32GB,1TB,,,,,,ultra 9 185h
265,460000.0,2025 04 07T09:29:28.000Z,EZZOUAR,JAMAIS UTILIS,PAVILION,,INTEL CORE I7 1355U,16GB,512GB,,13.5,,1920x1280,LPDDR5,i7 1355u
266,460000.0,2023 06 15T10:26:59.000Z,EZZOUAR,JAMAIS UTILIS,SURFACE,NVIDIA GEFORCE GTX 1660 TI,INTEL CORE I7 1065G7,32GB,2TB,,,,,,i7 1065g7
267,460000.0,2025 06 24T13:22:18.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 18-CORE GPU,APPLE M3 PRO,,,,,,,,apple m3 pro
268,460000.0,2024 09 21T23:09:25.000Z,BORDJ BOU ARRERIDJ,,LEGION,NVIDIA GEFORCE RTX 4090,13TH GEN INTEL CORE I9 13900HX,32GB,1TB,,16.0,,,,13th gen i9 13900hx
269,459000.0,2025 08 10T15:59:39.000Z,EZZOUAR,,ALIENWARE,NVIDIA GEFORCE RTX 4070,INTEL ULTRA 9 185H,16GB,1TB,,16.1,240Hz,2.5K,DDR5,ultra 9 185h
270,459000.0,2025 08 11T13:30:26.000Z,EZZOUAR,,ALIENWARE,NVIDIA GEFORCE RTX 4070,INTEL ULTRA 9 185H,16GB,1TB,,16.1,240Hz,2.5K,,ultra 9 185h
271,458000.0,2024 11 04T14:56:50.000Z,ALGER CENTRE,JAMAIS UTILIS,VECTOR,NVIDIA GEFORCE RTX 4070,INTEL CORE I9 14900HX,32GB,,,,,,,i9 14900hx
272,458000.0,2024 11 18T19:38:46.000Z,ALGER CENTRE,JAMAIS UTILIS,PRECISION,NVIDIA RTX 4000 ADA,INTEL CORE I9 13950HX,32GB,2TB,,16.0,,1920x1080,DDR5X,i9 13950hx
273,458000.0,2024 12 02T13:48:36.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,NVIDIA GEFORCE RTX 4080,INTEL CORE I7 13800H,32GB,1TB,,16.0,,,,i7 13800h
274,455000.0,2025 08 11T14:08:22.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 16-CORE GPU,APPLE M4 PRO,32GB,512GB,,14.0,,,,apple m4 pro
275,455000.0,2025 08 07T09:55:22.000Z,DELY BRAHIM,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,24GB,512GB,,14.0,,,,apple m4 pro
276,455000.0,2025 06 19T10:42:15.000Z,EZZOUAR,,MACBOOK,APPLE 32-CORE GPU,APPLE M1 MAX,64GB,1TB,,16.2,,,,apple m1 max
277,455000.0,2025 08 10T19:00:12.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M1 MAX,64GB,1TB,,,,,,apple m1 max
278,455000.0,2024 12 18T08:11:34.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4070,14TH GEN INTEL CORE I9 14900HX,16GB,1TB,,16.0,240Hz,,,14th gen i9 14900hx
279,450000.0,2025 08 10T15:49:14.000Z,EZZOUAR,JAMAIS UTILIS,SURFACE,,QUALCOMM SNAPDRAGON X ELITE,32GB,1TB,,,,,,qualcomm snapdragon x elite
280,450000.0,2024 12 08T12:36:44.000Z,DAR EL BEIDA,,THINKPAD,NVIDIA GEFORCE RTX 3500,INTEL CORE I9 13980HX,64GB,1TB,,,,,,i9 13980hx
281,450000.0,2025 07 04T22:53:17.000Z,DOUERA,,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,24GB,1TB,,14.0,,,,apple m4 pro
282,450000.0,2025 08 11T11:31:25.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,16GB,512GB,,14.0,,,,apple m4 pro
283,450000.0,2025 01 28T17:43:00.000Z,FERDJIOUA,JAMAIS UTILIS,MACBOOK,,APPLE M4,16GB,1TB,,14.0,,,,apple m4
284,450000.0,2024 09 25T09:35:28.000Z,DELY BRAHIM,,MACBOOK,,APPLE M3 PRO,18GB,1TB,,16.1,,,,apple m3 pro
285,450000.0,2025 08 10T09:52:32.000Z,ANNABA,,MACBOOK,,APPLE M2 MAX,32GB,1TB,,16.0,,,,apple m2 max
286,450000.0,2025 05 23T21:37:58.000Z,HYDRA,,LEGION,NVIDIA GEFORCE RTX 4070,AMD RYZEN 7 7435HS,32GB,2500GB,,16.0,165Hz,2560x1440,,amd ryzen 7 7435hs
